Base ID:,National ID:,Unlic. ID:,Unl. Nat. ID:,Nationality:,,Deprecated nat.:,,Full real name:,Proposed in-game name:,Date of birth:,Soccerway:,Name in home country or alternative:,Real name in-game:,Real name in-game (japanese):,Real name in-game (chinese):,License status:,Adaptability:,Look-alike name:,Look-alike name (japansese):,Fake name:,Fake name (japanese),Fake name (chinese):,PES 2021:,PES 2020:,PES 2019:,PES 2018:,PES 2017:,PES 2016:,PES 2015:
101737,232809,363881,494953,148,Colombian,‒,‒,Jairo Enríquez Holguín,JAIRO ENRÍQUEZ,10/10/1960,577671,,,,,FALSE,64,,,"A. MANERA
S. GUERAU","アントニ マネラ
サビーノ ゲラウ",,,PES2020,PES2019,,,,
101738,232810,363882,494954,36,Thai,‒,‒,Dusit Chalermsan,D. CHALERMSAN,4/22/1970,188130,ดุสิต เฉลิมแสน,D. CHALERMSANG,ドゥシット チャレルムサン,杜西·差伦桑,TRUE,60,,,,,,PES2021,PES2020,PES2019,,,,
101739,232811,363883,494955,236,Spanish,‒,‒,Raúl Ruiz González–Riancho,,2/13/1960,577524,,RAÚL RIANCHO,ラウール リアンチョ,,TRUE,69,,,,,,,,PES2019,,,,
101740,232812,363884,494956,13,Japanese,‒,‒,Keiichiro Nuno,,12/21/1960,540916,布 啓一郎,K. NUNO,布 啓一郎,,TRUE,63,,,,,,PES2021,PES2020,,,,,
101741,232813,363885,494957,15,North Korean,‒,‒,Kim Jong-song,,4/23/1964,541808,김종성,KIM JONG-SONG,キム ジョンソン,,TRUE,65,,,,,,,PES2020,PES2019,,,,
101743,232815,363887,494959,13,Japanese,‒,‒,Yasutoshi Miura,,7/15/1965,197449,三浦 泰年,Y. MIURA,三浦 泰年,,TRUE,61,,,,,,,,PES2019,,,,
101744,232816,363888,494960,228,Portuguese,‒,‒,Tiago Manuel Matos da Costa Fernandes,,8/17/1981,460209,,TIAGO FERNANDES,チアゴ フェルナンデス,,TRUE,70,,,,,,,,PES2019,,,,
101746,232818,363890,494962,144,Argentine,‒,‒,Diego Oscar Monarriz,,3/2/1968,579878,,D. MONARRIZ,ディエゴ モナリス,迭戈·莫纳里兹,TRUE,71,,,,,,,PES2020,PES2019,,,,
101747,232819,363891,494963,226,Norwegian,‒,‒,Trond Johan Sollied,,4/29/1959,143620,,T. SOLLIED,トロンド ソリエド,,TRUE,69,,,,,,,,PES2019,,,,
101748,232820,363892,494964,144,Argentine,‒,‒,Santiago Hernán Solari Poggio,S. SOLARI,10/7/1976,3981,,,,,FALSE,76,,,M. HULL,マルティネス ハル,,,,PES2019,,,,
101749,232821,363893,494965,148,Colombian,‒,‒,Julio Enrique Méndez Álvarez,,12/31/1976,362081,,J. MÉNDEZ,フリオ メンデス,朱利奥·门德斯,TRUE,65,,,G. SAMBRELL,ガイスカ サンブレル,,PES2021,,,,,,
101750,232822,363894,494966,7,Chinese,‒,‒,Li Tie,,9/18/1977,10636,"李铁
李鐵",LI TIE,リ ティエ,李铁,TRUE,66,,,"DING BANGJI
CUI GUIFENG","ディン バンジ
ツェイ グイフェン",丁邦纪,PES2021,PES2020,PES2019,,,,
101751,232823,363895,494967,190,Turkish,‒,‒,Hakan Keleş,,1/8/1972,482974,,H. KELEŞ,ハカン ケレシュ,哈坎·凯莱什,TRUE,67,,,,,,,PES2020,PES2019,,,,
101754,232826,363898,494970,36,Thai,‒,‒,Phayong Khunnaen,,4/21/1967,287869,พยงค์ ขุนเณร,P. KHUNNAEN,パヨン クンナン,巴勇·坤南,TRUE,62,,,,,,PES2021,PES2020,PES2019,,,,
101755,232827,363899,494971,146,Brazilian,‒,‒,Carlos Eduardo Parreira,CARLOS PARREIRA,,581170,,CARLOS PERREIRA,カルロス ペレイラ,卡洛斯·佩雷拉,TRUE,58,,,,,,,PES2020,PES2019,,,,
101756,232828,363900,494972,36,Thai,‒,‒,Teerasak Po-On,,5/18/1978,73374,ธีระศักดิ์ โพธิ์อ้น,T. PO-ON,ティーラサック ポーン,提拉萨·博昂,TRUE,60,,,,,,,PES2020,PES2019,,,,
101760,232832,363904,494976,144,Argentine,‒,‒,Francisco Meneghini Correa,,8/13/1988,581307,,F. MENEGHINI,フランシスコ メネギーニ,弗朗西斯科·梅内吉尼,TRUE,66,,,Y. COSME,ジョルディ コスメ,约尔迪·科斯梅,PES2021,PES2020,PES2019,,,,
101761,232833,363905,494977,41,Tajikistani,‒,‒,Igor Gennadyevich Cherevchenko,,8/21/1974,373521,Игор Геннадевич Черевченко,I. CHEREVCHENKO,イゴール チェレフチェンコ,伊戈尔·切雷夫琴科,TRUE,71,,,,,,PES2021,PES2020,PES2019,,,,
101762,232834,363906,494978,13,Japanese,‒,‒,Ken Iwase,,7/8/1975,584333,岩瀬 健,K. IWASE,岩瀬 健,,TRUE,65,,,,,,PES2021,,PES2019,,,,
101763,232835,363907,494979,144,Argentine,‒,‒,Esteban Oscar Fuertes,,12/26/1972,56574,,E. FUERTES,エステバン フエルテス,,TRUE,65,,,,,,,,PES2019,,,,
101764,232836,363908,494980,144,Argentine,‒,‒,Héctor Pablo Bidoglio,,2/5/1968,586252,,H. BIDOGLIO,エクトル ビドグリオ,,TRUE,69,,,,,,,,PES2019,,,,
101767,232839,363911,494983,190,Turkish,‒,‒,Hikmet Karaman,,3/9/1960,158912,,H. KARAMAN,ヒクメト カラマン,希克马特·卡拉曼,TRUE,70,,,,,,PES2021,PES2020,PES2019,,,,
101768,232840,363912,494984,208,French,‒,‒,Julien Stéphan,J. STÉPHAN,9/18/1980,418104,,,,,FALSE,72,,,"T. PERRAULT
M. ARAGON
A. CAILLOIS","トム ペロー
マルセイユ アラゴン
アドルフ ルイ カイヨワ",托姆·佩罗,PES2021,PES2020,PES2019,,,,
101769,232841,363913,494985,83,Senegalese,‒,‒,Omar Daf,O. DAF,2/12/1977,1346,,,,,FALSE,65,,,"F. PERNET
B. LOUVEAU
M. POZNER","フランソワ ペルネ
ベルトラン ルーボー
マティス ポズナー",弗朗索瓦·佩尔内,PES2021,PES2020,PES2019,,,,
101770,232842,363914,494986,232,Scottish,‒,‒,Scott Roderick Marshall,S. MARSHALL,5/1/1973,394372,,,,,FALSE,65,,,"N. BOWN
P. COXON","ノーマン ボーン
パーシー コクソン",,,,PES2019,,,,
101771,232843,363915,494987,148,Colombian,‒,‒,Alexis Enrique 'El Maestro' García Vega,,7/21/1960,198940,,A. GARCÍA,アレクシス ガルシア,亚历克西斯·加西亚,TRUE,69,,,"C. RIPOLL
S. OBRADORS
O. ENGUIZ","クラウディオ リポル
ソロモン オブラドルス
オレゲール エンギス",克劳迪奥·里波利,PES2021,PES2020,PES2019,,,,
101772,232844,363916,494988,303,Serbian,‒,‒,Boško Gjurovski,B. GJUROVSKI,12/28/1961,224303,Бошко Гјуровски,B. ĐUROVSKI,ボスコ ジュロヴスキ,,TRUE,64,,,,,,,,PES2019,,,,
101773,232845,363917,494989,144,Argentine,‒,‒,Lucas Andrés Pusineri Bignone,,7/17/1976,14196,,L. PUSINERI,ルーカス プシネリ,卢卡斯·普西内里,TRUE,69,,,"D. BOUZON
G. CABEZON","ディオニシオ ボウソン
ゴルカ カベソン",迪奥尼西奥·博松,PES2021,PES2020,PES2019,,,,
101774,232846,363918,494990,190,Turkish,‒,‒,Kazım Ersun Yanal,,12/17/1961,223827,,E. YANAL,エルスン ヤナル,埃尔松·亚纳勒,TRUE,72,,,,,,PES2021,PES2020,PES2019,,,,
101775,232847,363919,494991,203,Danish,‒,‒,Jacob Friis,,12/11/1976,589197,,J. FRIIS,ヤコブ フリース,雅各布·弗里斯,TRUE,66,,,,,,PES2021,PES2020,PES2019,,,,
101777,232849,363921,494993,13,Japanese,‒,‒,Kenji Arima,,11/26/1972,589174,有馬 賢二,K. ARIMA,有馬 賢二,,TRUE,59,,,,,,PES2021,PES2020,PES2019,,,,
101778,232850,363922,494994,13,Japanese,‒,‒,Makoto Teguramori,,11/14/1967,196613,手倉森 誠,M. TEGURAMORI,手倉森 誠,,TRUE,69,,,,,,PES2021,PES2020,PES2019,,,,
101779,232851,363923,494995,13,Japanese,‒,‒,Kazuaki Tasaka,,8/3/1971,197454,田坂 和昭,K. TASAKA,田坂 和昭,,TRUE,63,,,,,,PES2021,PES2020,PES2019,,,,
101780,232852,363924,494996,228,Portuguese,‒,‒,Bruno Miguel Silva do Nascimento,,5/12/1976,561268,,BRUNO LAGE,ブルーノ ラゲ,布鲁诺·拉热,TRUE,76,,,YASMIN JUSTO,ヤスミン ジュスト,,PES2021,PES2020,PES2019,,,,
101781,232853,363925,494997,148,Colombian,‒,‒,Humberto de Jesús Sierra Sánchez,H. SIERRA,7/21/1960,362085,,H. SIERRA,ウンベルト シエラ,温贝托·谢拉,TRUE,66,,,"A. COS
B. MISON","アロンソ コス
ブラス ミソン",阿隆索·科斯,PES2021,PES2020,PES2019,,,,
101783,232855,363927,494999,241,Welsh,‒,‒,Nathan Jason Jones,N. JONES,5/28/1973,51201,,,,,FALSE,68,,,"Z. MILIBAND
Q. SMART","ズリエル ミリバンド
クェンティン スマート",祖里埃尔·米利班德,PES2021,PES2020,PES2019,,,,
101784,232856,363928,495000,229,Romanian,‒,‒,Mihai Răzvan Teja,,9/22/1978,304930,,M. TEJA,ミハイ テヤ,,TRUE,64,,,,,,,,PES2019,,,,
101785,232857,363929,495001,204,English,‒,‒,Simon Piers Ireland,S. IRELAND,11/23/1971,591845,,,,,FALSE,64,,,K. BOULTING,キア ボールティング,,,,PES2019,,,,
101786,232858,363930,495002,204,English,‒,‒,Mark Alexander Hudson,M. HUDSON,3/30/1982,15786,,,,,FALSE,72,,,"E. SAXTON
C. REDGRAVE","エマニュエル サクストン
シーザー レッドグレーブ",伊曼纽尔·萨克斯顿,,PES2020,PES2019,,,,
101787,232859,363931,495003,208,French,‒,‒,Pascal Plancque,P. PLANCQUE,8/20/1963,244177,,,,,FALSE,69,,,"J. NAZON
S. KASSOVITZ","ジャン モーリス ナゾン
サミュエル カソヴィッツ",让-莫里斯·纳宗,PES2021,PES2020,PES2019,,,,
101789,232861,363933,495005,210,German,‒,‒,Jan Siewert,J. SIEWERT,8/23/1982,411609,,,,,FALSE,73,,,"H. MANN
F. BIELER","ヒンツ マン
フランツ ビエラー",,,PES2020,PES2019,,,,
101790,232862,363934,495006,51,Cabo Verdean,‒,‒,Sandro Miguel Laranjeira Mendes,,2/4/1977,17104,,SANDRO MENDES,サンドロ メンデス,桑德罗·门德斯,TRUE,71,,,,,,,PES2020,PES2019,,,,
101791,232863,363935,495007,232,Scottish,‒,‒,Edward 'Eddie' Skillion May,,8/30/1967,110707,,E. MAY,エディー メイ,,TRUE,65,,,,,,,PES2020,PES2019,,,,
101792,232864,363936,495008,232,Scottish,‒,‒,Brian Rice,,10/11/1963,594935,,B. RICE,ブライアン ライス,布赖恩·赖斯,TRUE,64,,,,,,PES2021,PES2020,,,,,
101793,232865,363937,495009,215,Italian,‒,‒,Pasquale Padalino,,7/26/1972,304952,,P. PADALINO,パスクアーレ パダリーノ,,TRUE,67,,,,,,PES2021,,,,,,
101794,232866,363938,495010,236,Spanish,‒,‒,Juan José Rojo 'Pacheta' Martín,PACHETA,3/23/1968,209383,,,,,FALSE,68,,,F. BRUDIEU,フラン ブルディエウ,弗兰·布鲁迪奥,PES2021,PES2020,,,,,
101795,232867,363939,495011,146,Brazilian,‒,‒,Renan Roberto de Freitas,R. FREITAS,9/1/1984,319699,,,,,FALSE,66,,,O. BEHAR,オルヴィレ ベアル,奥维莱·贝阿尔,,PES2020,,,,,
101796,232868,363940,495012,146,Brazilian,‒,‒,Gerson Luiz Gusmão,,7/5/1974,431760,,GERSON GUSMÃO,ジェルソン グスモン,热尔松·古斯芒,TRUE,68,,,Z. DE BARROS,ズンビ ジ バホス,祖恩比·德巴罗斯,PES2021,PES2020,,,,,
101797,232869,363941,495013,146,Brazilian,‒,‒,Itamar Schülle,,4/8/1966,168653,,ITAMAR SCHÜLLE,イタマール シュルレ,伊塔马尔·叙勒,TRUE,68,,,T. CONSELHEIRO,タイス コンセリェイロ,泰斯·康塞列罗,,PES2020,,,,,
101799,232871,363943,495015,146,Brazilian,‒,‒,Cidimar Aparecido 'Alemão' Ernegas,,3/1/1975,592319,,ALEMÃO,アレモン,阿莱芒,TRUE,65,,,Z. TOLEDO,ゾリオン トレド,佐里昂·托莱多,PES2021,PES2020,,,,,
101801,232873,363945,495017,236,Spanish,‒,‒,José Alberto López Menéndez,JOSÉ ALBERTO,5/21/1982,494890,,,,,FALSE,67,,,M. TORTOLERO,モイセス トルトレロ,莫伊塞斯·托尔托莱罗,PES2021,PES2020,,,,,
101803,232875,363947,495019,207,Finnish,‒,‒,Markku Kanerva,,5/24/1964,175169,,M. KANERVA,マルック カネルヴァ,马尔库·卡内瓦,TRUE,74,,,,,,PES2021,PES2020,,,,,
101804,232876,363948,495020,197,Belgian,‒,‒,Vital Philomene Borkelmans,V. BORKELMANS,6/1/1963,114751,,,,,FALSE,71,,,J. DERRIDA,ジャン クロード デリダ,让-克洛德·德里达,PES2021,PES2020,,,,,
101805,232877,363949,495021,196,Belarusian,‒,‒,Igor Nikolayevich Kriushenko,,2/10/1964,138357,Ігар Мікалаевіч Крывушэнка,I. KRIUSHENKO,イゴール クリウシェンコ,伊戈尔·克柳申科,TRUE,73,,,,,,,PES2020,,,,,
101806,232878,363950,495022,303,Serbian,‒,‒,Ljubiša Tumbaković,,9/2/1952,139257,Љубиша Тумбаковић,L. TUMBAKOVIĆ,リュビシャ トゥンバコヴィッチ,柳比沙·通巴科维奇,TRUE,72,,,P. ANIC,ペーター アニッチ,佩特·阿尼奇,PES2021,PES2020,,,,,
101807,232879,363951,495023,144,Argentine,‒,‒,Lionel Sebastián Scaloni,,5/16/1978,116,,L. SCALONI,リオネル スカローニ,利昂内尔·斯卡洛尼,TRUE,77,,,,,,PES2021,PES2020,,,,,
101808,232880,363952,495024,192,Andorran,‒,‒,Jesús Luis 'Koldo' Álvarez de Eulate Güergue,,9/4/1970,149998,,KOLDO,コルド,科尔多,TRUE,70,,,R. CIGANER,リカルド シガネル,,PES2021,PES2020,,,,,
101809,232881,363953,495025,215,Italian,‒,‒,Franco Varrella,,1/25/1953,569853,,F. VARRELLA,フランコ ヴァッレッラ,佛朗哥·瓦雷拉,TRUE,67,,,,,,PES2021,PES2020,,,,,
101810,232882,363954,495026,234,Slovak,‒,‒,Vladimír Weiss,,9/22/1964,130171,,V. WEISS,ヴラディミル ヴァイス,弗拉季米尔·魏斯,TRUE,71,,,,,,PES2021,PES2020,,,,,
101811,232883,363955,495027,205,Estonian,‒,‒,Martin Reim,,5/14/1971,122295,,M. REIM,マルティン レイム,马丁·雷姆,TRUE,72,,,,,,,PES2020,,,,,
101813,232885,363957,495029,36,Thai,‒,‒,Sirisak Yodyardthai,,,420829,ศิริศักดิ์ ยอดญาติไทย,S. YODYADTHAI,シリサック ヨドヤダイ,西里撒·约亚泰,TRUE,68,,,,,,,PES2020,,,,,
101814,232886,363958,495030,193,Armenian,‒,‒,Armen Ishkhan Gyulbudaghyants,,12/19/1966,181746,Արմեն Իշխանի Գյուլբուդաղյանց,GYULBUDAGHYANTS,ギュルブダグヤンツ,久尔布达延茨,TRUE,70,,,,,,,PES2020,,,,,
101815,232887,363959,495031,15,North Korean,‒,‒,Kim Yong-jun,KIM YONG-JUN,7/19/1983,60989,김영준,,,,FALSE,68,,,BAE CHANSEONG,ペ チャンソン,裴灿诚,,PES2020,,,,,
101816,232888,363960,495032,223,Moldovan,‒,‒,Alexandru Spiridon,,7/20/1960,230578,Александр Фёдорович Спиридон,A. SPIRIDON,アレクサンドル スピリドン,亚历山德鲁·斯皮里东,TRUE,68,,,,,,,PES2020,,,,,
101819,232891,363963,495035,211,Greek,‒,‒,Angelos Anastasiadis,,10/3/1953,150016,Άγγελος Αναστασιάδης,A. ANASTASIADIS,アンゲロス アナスタシアディス,安耶洛斯·阿纳斯塔西亚迪斯,TRUE,75,,,,,,,PES2020,,,,,
101820,232892,363964,495036,152,Uruguayan,‒,‒,Julio César Ribas Vlacovich,,1/8/1957,270651,,J. RIBAS,フリオ リバス,胡利奥·里瓦斯,TRUE,69,,,,,,PES2021,PES2020,,,,,
101821,232893,363965,495037,135,U.S. American,‒,‒,Gregg Berhalter,G. BERHALTER,8/1/1973,221892,,,,,FALSE,73,,,H. ROLT,ホブ ロルト,霍布·罗尔特,PES2021,PES2020,,,,,
101822,232894,363966,495038,215,Italian,‒,‒,Marco Rossi,,9/9/1964,168823,,M. ROSSI,マルコ ロッシ,马尔科·罗西,TRUE,75,,,A. PERRULLI,アントン ペルッリ,安东·佩鲁利,PES2021,PES2020,,,,,
101824,232896,363968,495040,194,Austrian,‒,‒,Andreas Herzog,,9/10/1968,104197,,A. HERZOG,アンドレアス ヘルツォーク,安德烈亚斯·赫尔佐克,TRUE,70,,,,,,PES2021,PES2020,,,,,
101825,232897,363969,495041,238,Swiss,‒,‒,Bernard Challandes,,7/26/1951,195466,,B. CHALLANDES,ベルナール シャランド,伯纳德·沙朗德,TRUE,72,,,,,,PES2021,PES2020,,,,,
101826,232898,363970,495042,220,Luxembourgish,‒,‒,Luc Holtz,,6/4/1969,150006,,L. HOLTZ,リュック ホルツ,卢克·霍尔茨,TRUE,70,,,J. AUBIN,ジュール アンリ オーバン,朱尔-亨利·奥班,PES2021,PES2020,,,,,
101827,232899,363971,495043,92,Tunisian,‒,‒,Faouzi Benzarti,F. BENZARTI,1/3/1950,111201,فوزي البنزرتي‎,,,,FALSE,72,,,J. BIN FAWZI,ジャラル ビン ファウジ,贾拉勒·本·法齐,,PES2020,,,,,
101829,232901,363973,495045,94,Zambian,‒,‒,Beston Chambeshi,B. CHAMBESI,4/4/1960,483776,,,,,FALSE,69,,,Q. FRITH,クェンティン フリース,昆廷·弗里思,,PES2020,,,,,
101830,232902,363974,495046,202,Czech,‒,‒,Pavel Hapal,,7/27/1969,135603,,P. HAPAL,パヴェル ハパル,帕韦尔·哈帕尔,TRUE,71,,,,,,PES2021,PES2020,,,,,
101831,232903,363975,495047,221,Macedonian,‒,‒,Igor Angelovski – Mrme,,6/2/1976,306825,Игор Ангеловски – Мрме,I. ANGELOVSKI,イゴール アンジェロヴスキ,伊戈尔·安格洛夫斯基,TRUE,72,,,,,,PES2021,PES2020,,,,,
101832,232904,363976,495048,222,Maltese,‒,‒,Raymond 'Żażu' Farrugia,,10/1/1955,192589,,R. FARRUGIA,ライモンド ファッルージャ,雷蒙德·法鲁贾,TRUE,70,,,,,,PES2021,PES2020,,,,,
101833,232905,363977,495049,112,Costa Rican,‒,‒,Rónald Alfonso González Brenes,R. G. BRENES,8/8/1970,183292,,,,,FALSE,73,,,"L. ALKORTA
I. DE PABLO","ルシオ アルコルタ
イスラエル デ パブロ",卢西奥·阿尔科塔,PES2021,,,,,,
101834,232906,363978,495050,153,Venezuelan,‒,‒,César Alejandro Farías Acosta,C. FARÍAS,3/7/1973,127685,,,,,FALSE,74,,,"S. HORMIGO
Z. SANBEL","サビーノ オルミゴ
ゾラン サンベール",萨比诺·奥尔米戈,PES2021,,,,,,
101835,232907,363979,495051,189,Israeli,‒,‒,Ran Ben Shimon,,11/28/1970,215219,רן בן שמעון‎,R. BEN SHIMON,ラン ベン シモン,拉恩·本·希蒙,TRUE,70,,,,,,,PES2020,,,,,
101837,232909,363981,495053,203,Danish,‒,‒,Lars Christian Olsen,,2/2/1961,136267,,L. OLSEN,"ラース オルセン
ラース オールスン",拉斯·奥尔森,TRUE,70,,,,,,PES2021,PES2020,,,,,
101839,232911,363983,495055,238,Swiss,‒,‒,Stéphane Henchoz,,9/7/1974,4654,,S. HENCHOZ,ステファヌ アンショズ,斯特凡·昂绍,TRUE,66,,,,,,PES2021,PES2020,PES2019,,,,
101840,232912,363984,495056,190,Turkish,‒,‒,Mustafa Kaplan,,9/2/1967,221188,,M. KAPLAN,ムスタファ カプラン,穆斯塔法·卡普兰,TRUE,67,,,,,,PES2021,PES2020,PES2019,,,,
101841,232913,363985,495057,148,Colombian,‒,‒,Gerardo Alberto Bedoya Múnera,G. BEDOYA,11/26/1975,22268,,,,,FALSE,65,,,"R. CASTELLET
F. LOAISA","ラウル カステリェト
フレデリコ ロアイサ",拉乌尔·卡斯特利耶特,,PES2020,PES2019,,,,
101842,232914,363986,495058,228,Portuguese,‒,‒,Filipe Gonçalo Pinto Martins,,5/29/1978,456352,,FILIPE MARTINS,フィリペ マルティンス,,TRUE,70,,,,,,,,PES2019,,,,
101843,232915,363987,495059,204,English,‒,‒,Gary John White,G. WHITE,7/25/1974,268908,,GARY JOHN WHITE,ギャリー ジョン ホワイト,,TRUE,63,,,,,,,,PES2019,,,,
101844,232916,363988,495060,13,Japanese,‒,‒,Ichizo Nakata,,4/19/1973,597064,中田 一三,I. NAKATA,中田 一三,,TRUE,60,,,,,,,PES2020,PES2019,,,,
101845,232917,363989,495061,144,Argentine,‒,‒,Floreal Federico García,,9/11/1973,442560,,F. GARCÍA,フロレアル ガルシア,,TRUE,69,,,,,,,,PES2019,,,,
101846,232918,363990,495062,203,Danish,‒,‒,Martin Retov,,5/5/1980,11674,,M. RETOV,マルティン レトフ,马丁·雷托夫,TRUE,67,,,,,,,PES2020,PES2019,,,,
101847,232919,363991,495063,203,Danish,‒,‒,Glen Riddersholm,,4/26/1972,195864,,G. RIDDERSHOLM,"グレン リーデルスホルム
グレン リザスホルム",格伦·里德霍尔姆,TRUE,72,,,,,,PES2021,PES2020,PES2019,,,,
101848,232920,363992,495064,148,Colombian,‒,‒,Carlos Alberto Giraldo Quiroga,C. GIRALDO,11/17/1979,170458,,,,,FALSE,66,,,"A. LOAENZO
L. SOUTOLLO","アドリアン ロレンツォ
ルーカス ソウトゥーリョ",阿德里安·洛伦索,,PES2020,PES2019,,,,
101849,232921,363993,495065,144,Argentine,‒,‒,Paulo Andrés Ferrari,,1/4/1982,15355,,P. FERRARI,パウロ フェラーリ,,TRUE,69,,,,,,,,PES2019,,,,
101850,232922,363994,495066,238,Swiss,‒,‒,Thomas Häberli,,4/11/1974,11310,,T. HÄBERLI,"トーマス ヘベルリ
トーマス　ヘベルリ",托马斯·赫伯利,TRUE,66,,,,,,PES2021,PES2020,PES2019,,,,
101851,232923,363995,495067,204,English,‒,‒,Michael 'Mike' Stowell,M. STOWELL,4/19/1965,216409,,,,,FALSE,74,,,O. COGHLAN,オズウェル コーラン,,,,PES2019,,,,
101852,232924,363996,495068,204,English,‒,‒,Scott Matthew Parker,S. PARKER,10/13/1980,2900,,,,,FALSE,75,,,"J. AYTON
T. FARJEON","ジョセフ エイトン
タイニー ファージャン",约瑟夫·艾顿,PES2021,PES2020,PES2019,,,,
101853,232925,363997,495069,148,Colombian,‒,‒,Juan Sergio 'Jeringa' Guzmán Zapata,S. GUZMÁN,2/26/1970,173156,,,,,FALSE,65,,,H. BALLEDOR,エクトル バジェドール,,,,PES2019,,,,
101854,232926,363998,495070,236,Spanish,‒,‒,Francesc d'Asis Bosch,,5/2/1988,597543,,FRANCESC BOSCH,フランセスク ボッシュ,弗兰塞斯克·博施,TRUE,60,,,,,,,PES2020,PES2019,,,,
101855,232927,363999,495071,190,Turkish,‒,‒,Ercan Kahyaoğlu,,8/13/1962,393266,,E. KAHYAOĞLU,エルジャン カフヤオール,,TRUE,69,,,,,,,,PES2019,,,,
101857,232929,364001,495073,204,English,‒,‒,James Shan,J. SHAN,,461242,,,,,FALSE,67,,,"T. BIRTWISTLE
T. BERMAN","トッシュ バートウィッスル
テレル バーマン",,,PES2020,PES2019,,,,
101858,232930,364002,495074,240,Uzbek,‒,‒,Andrei Vitalyevich Fyodorov,,4/10/1971,6741,"Andrey Vitalyevich Fyodorov
Андрей Витальевич Фёдоров",A. FYODOROV,アンドレイ フョードロフ,安德烈·费奥多罗夫,TRUE,67,,,,,,,PES2020,,,,,
101859,232931,364003,495075,228,Portuguese,‒,‒,Rui Filipe da Cunha Faria,,6/14/1975,428592,,RUI FARIA,ルイ ファリア,鲁伊·法里亚,TRUE,67,,,,,,,PES2020,,,,,
101860,232932,364004,495076,162,Australian,‒,‒,Stephen 'Steve' Christopher Corica,,3/24/1973,277427,,S. CORICA,スティーヴ コリカ,史蒂夫·科里卡,TRUE,66,,,,,,PES2021,PES2020,,,,,
101861,232933,364005,495077,146,Brazilian,‒,‒,Gilson Simões de Souza,,3/25/1967,587205,,GILSON,ジウソン,吉尔森,TRUE,69,,,,,,,PES2020,,,,,
101862,232934,364006,495078,16,South Korean,‒,‒,Kim Jong-boo,,1/13/1965,106550,김종부,KIM JONG-BOO,キム ジョンブ,金钟夫,TRUE,69,,,,,,,PES2020,,,,,
101863,232935,364007,495079,146,Brazilian,‒,‒,André Luiz Alves Santos,,11/16/1972,343465,,ANDRÉ GASPAR,アンドレ ガスパール,安德烈·加斯帕尔,TRUE,70,,,,,,,PES2020,,,,,
101864,232936,364008,495080,209,Georgian,‒,‒,Shota Arveladze,,2/22/1973,213161,შოთა არველაძე,S. ARVELADZE,ショタ アルヴェラーゼ,绍塔·阿维拉泽,TRUE,68,,,,,,PES2021,PES2020,,,,,
101865,232937,364009,495081,236,Spanish,‒,‒,Juan Carlos Garrido Fernández,,3/29/1969,113888,,JUAN GARRIDO,ファン ガリード,胡安·加里多,TRUE,70,,,H. VALES,アリッツ バレス,阿里茨·巴莱斯,PES2021,PES2020,,,,,
101866,232938,364010,495082,124,Mexican,‒,‒,Benjamin Mora Mendivil,,6/25/1979,437086,,B. MORA,ベンハミン モラ,本杰明·莫拉,TRUE,66,,,,,,PES2021,PES2020,,,,,
101867,232939,364011,495083,224,Dutch,‒,‒,Hubertus Jozef Margaretha 'Huub' Stevens,,11/29/1953,135600,,H. STEVENS,フーブ ステフェンス,胡布·史蒂文斯,TRUE,77,,,,,,PES2021,PES2020,PES2019,,,,
101868,232940,364012,495084,148,Colombian,‒,‒,Óscar Francisco Upegui Pereira,Ó. UPEGUI,9/29/1969,298184,,,,,FALSE,66,,,"J. PINATAR
S. CHUECA","フレン ピナトル
セルジ チュエーカ",胡伦·皮纳塔尔,,PES2020,PES2019,,,,
101869,232941,364013,495085,16,South Korean,‒,‒,Lim Jong-heon,,5/8/1966,600058,임종헌,LIM JONG-HEON,イム ジョンヒョン,,TRUE,58,,,,,,,,PES2019,,,,
101870,232942,364014,495086,228,Portuguese,‒,‒,Eduardo Filipe Arroja Almeida,,3/22/1978,332839,,EDUARDO ALMEIDA,エドゥアルド アルメイダ,,TRUE,60,,,,,,,,PES2019,,,,
101871,232943,364015,495087,148,Colombian,‒,‒,Luis Fernando Herrera Arango,L. HERRERA,6/12/1962,103852,,,,,FALSE,66,,,"J. MILAN
M. TARREGA","ホセ アンヘル ミラン
マンハリン ターレガ",何塞-安赫尔·米兰,,PES2020,PES2019,,,,
101872,232944,364016,495088,36,Thai,‒,‒,Nopphorn Eksatra,N. EKSATRA,,610865,นพพร เอกศาสตรา,N. EKASATRA,ノッポーン エカサトラ,诺蓬·埃卡萨拉,TRUE,55,,,,,,,PES2020,PES2019,,,,
101873,232945,364017,495089,13,Japanese,‒,‒,Atsuhiko Ejiri,,7/12/1967,603240,江尻 篤彦,A. EJIRI,江尻 篤彦,,TRUE,62,,,,,,,PES2020,PES2019,,,,
101874,232946,364018,495090,208,French,‒,‒,Vincent Doukantié,V. DOUKANTIÉ,4/1/1977,256854,,,,,FALSE,66,,,J. GAILHARD,ジャン アラン ゲラール,,,,PES2019,,,,
101875,232947,364019,495091,37,Emirati,‒,‒,Saleem Abdel Rahman,S. A. RAHMAN,,319900,الرحمن سليم عبد,,,,FALSE,66,,,A. FAJER,アフマド ファジェル,艾哈迈德·法杰尔,,PES2020,,,,,
